asset_id,asset_name,device_type,manufacturer,purchase_year,warranty_status,location
AST00410,ADULT-5919,Server,Apple,2020,Expired,Bangalore
AST00411,RED-4335,Server,Lenovo,2024,Expired,Chennai
AST00412,WORLD-4868,Server,HP,2021,Active,Chennai
AST00413,HOTEL-1453,Desktop,Lenovo,2020,Expired,Noida
AST00414,RANGE-8145,Server,Acer,2023,Active,Mumbai
AST00415,GROUND-5468,Desktop,Dell,2020,Expired,Delhi
AST00416,JUST-3883,Tablet,Dell,2024,Expired,Hyderabad
AST00417,SO-2375,Printer,Asus,2019,Expired,Bangalore
AST00418,THIRD-6954,Tablet,Acer,2022,Active,Kolkata
AST00419,ACCOUNT-3302,Desktop,Dell,2025,Active,Delhi
AST00420,FORWARD-2478,Desktop,Asus,2022,Active,Pune
AST00421,TRAINING-7388,Tablet,Acer,2021,Active,Kolkata
AST00422,MAJOR-3363,Laptop,HP,2020,Active,Delhi
AST00423,BED-7690,Printer,Asus,2022,Active,Noida
AST00424,CENTER-7139,Tablet,Dell,2023,Expired,Kolkata
AST00425,THREAT-5036,Printer,HP,2022,Expired,Noida
AST00426,BIG-7025,Printer,Dell,2024,Active,Hyderabad
AST00427,PHONE-4926,Printer,Asus,2024,Expired,Delhi
AST00428,NEAR-6945,Tablet,Dell,2024,Active,Noida
AST00429,OPTION-1128,Server,Lenovo,2022,Expired,Bangalore
AST00430,SPACE-4857,Printer,HP,2025,Active,Noida
AST00431,BUT-6196,Tablet,Apple,2024,Active,Delhi
AST00432,PERSONAL-2312,Server,Apple,2025,Expired,Pune
AST00433,CENTURY-7920,Laptop,HP,2024,Expired,Bangalore
AST00434,MATERIAL-7895,Mobile,Acer,2021,Expired,Noida
AST00435,MISS-1448,Laptop,Acer,2024,Active,Noida
AST00436,ON-3229,Laptop,Apple,2025,Active,Delhi
AST00437,OK-2347,Laptop,HP,2021,Active,Chennai
AST00438,SHE-7722,Printer,Apple,2025,Expired,Chennai
AST00439,SORT-3842,Tablet,Asus,2021,Expired,Delhi
AST00440,GROW-2382,Server,Lenovo,2020,Active,Kolkata
AST00441,CALL-4677,Laptop,Dell,2022,Active,Bangalore
AST00442,PROBABLY-4248,Printer,Acer,2022,Active,Hyderabad
AST00443,TALK-8027,Mobile,Lenovo,2022,Active,Bangalore
AST00444,ALONE-3787,Mobile,Dell,2021,Active,Kolkata
AST00445,STOP-8433,Tablet,Apple,2025,Active,Mumbai
AST00446,THING-4328,Desktop,Lenovo,2024,Expired,Noida
AST00447,PULL-3133,Server,HP,2022,Active,Delhi
AST00448,FREE-4102,Server,HP,2024,Expired,Chennai
AST00449,ELSE-5754,Printer,HP,2019,Expired,Mumbai
AST00450,FORGET-8506,Laptop,Dell,2021,Expired,Chennai
AST00451,NOT-6296,Tablet,Apple,2025,Active,Kolkata
AST00452,TERM-7935,Tablet,Asus,2024,Expired,Bangalore
AST00453,LARGE-1962,Laptop,Lenovo,2019,Active,Noida
AST00454,FINALLY-1745,Laptop,Lenovo,2021,Expired,Delhi
AST00455,AMERICAN-7076,Desktop,Asus,2022,Active,Chennai
AST00456,TOWN-3783,Mobile,Apple,2021,Expired,Noida
AST00457,BOTH-2468,Printer,Acer,2020,Expired,Chennai
AST00458,AROUND-2914,Printer,Dell,2021,Active,Noida
AST00459,WRONG-5603,Tablet,Lenovo,2025,Expired,Delhi
AST00460,FIRST-5321,Mobile,Lenovo,2021,Expired,Chennai
AST00461,RED-9049,Desktop,Asus,2021,Expired,Hyderabad
AST00462,CERTAIN-3435,Laptop,HP,2020,Active,Hyderabad
AST00463,SAFE-5263,Desktop,Acer,2022,Expired,Kolkata
AST00464,EVENING-9108,Laptop,Apple,2019,Expired,Noida
AST00465,TEAM-9077,Laptop,Acer,2022,Active,Bangalore
AST00466,HUNDRED-2533,Desktop,Lenovo,2021,Active,Chennai
AST00467,CLAIM-9335,Printer,Asus,2024,Active,Hyderabad
AST00468,FAST-3958,Server,Dell,2023,Active,Noida
AST00469,GROW-2545,Printer,Dell,2024,Expired,Bangalore
AST00470,TO-7120,Mobile,Dell,2022,Expired,Chennai
AST00471,ITS-2328,Server,Acer,2019,Expired,Noida
AST00472,BAD-5412,Mobile,Acer,2024,Active,Pune
AST00473,NICE-8423,Printer,Acer,2019,Active,Mumbai
AST00474,HIMSELF-1797,Tablet,Lenovo,2025,Expired,Hyderabad
AST00475,BAD-2158,Mobile,Asus,2024,Expired,Bangalore
AST00476,MOMENT-5180,Desktop,HP,2022,Expired,Bangalore
AST00477,FOOT-4411,Desktop,Apple,2019,Expired,Delhi
AST00478,SINGLE-3525,Laptop,Lenovo,2024,Expired,Kolkata
AST00479,FIRST-6080,Tablet,Asus,2024,Active,Pune
AST00480,INVESTMENT-2574,Printer,Asus,2024,Active,Noida
AST00481,AGENCY-7358,Server,Lenovo,2022,Expired,Bangalore
AST00482,AGREE-7922,Printer,Asus,2025,Active,Kolkata
AST00483,FEEL-7979,Laptop,Dell,2024,Expired,Noida
AST00484,GENERATION-4673,Tablet,Acer,2024,Active,Noida
AST00485,CRIME-9596,Laptop,Lenovo,2023,Expired,Kolkata
AST00486,SEEK-8825,Printer,HP,2019,Active,Delhi
AST00487,BETTER-5073,Mobile,Apple,2025,Expired,Hyderabad
AST00488,TRUE-2253,Laptop,Asus,2023,Active,Kolkata
AST00489,CERTAIN-2548,Server,Acer,2022,Expired,Pune
AST00490,WORD-2339,Mobile,Dell,2021,Active,Noida
AST00491,NETWORK-3985,Server,Dell,2020,Active,Kolkata
AST00492,PLAYER-5876,Printer,Asus,2024,Expired,Noida
AST00493,PLACE-5342,Printer,HP,2023,Active,Chennai
AST00494,TOGETHER-5248,Tablet,Dell,2019,Expired,Hyderabad
AST00495,BLACK-7470,Laptop,Dell,2019,Active,Noida
AST00496,HIM-7637,Tablet,Acer,2022,Expired,Delhi
AST00497,BUILD-6910,Tablet,Acer,2023,Expired,Delhi
AST00498,BEYOND-3049,Desktop,Dell,2019,Active,Bangalore
AST00499,EVERYTHING-1260,Tablet,HP,2025,Active,Mumbai
AST00500,SPECIAL-3378,Tablet,HP,2022,Expired,Mumbai
AST00501,GOAL-5930,Server,HP,2019,Expired,Kolkata
AST00502,FRIEND-2908,Desktop,HP,2019,Expired,Noida
AST00503,VIEW-1321,Server,Asus,2022,Active,Mumbai
AST00504,CANDIDATE-7418,Laptop,Lenovo,2021,Active,Bangalore
AST00505,COVER-8074,Server,Apple,2024,Expired,Hyderabad
AST00506,PART-7548,Server,Asus,2022,Expired,Mumbai
AST00507,DIFFERENCE-1994,Mobile,Dell,2024,Expired,Pune
AST00508,PASS-2040,Printer,Acer,2023,Expired,Noida
AST00509,SUCH-9106,Mobile,Acer,2019,Expired,Noida
AST00510,BAR-8147,Laptop,HP,2024,Expired,Mumbai
AST00511,EACH-6633,Server,HP,2022,Active,Pune
AST00512,APPEAR-8675,Desktop,Lenovo,2023,Expired,Kolkata
AST00513,FACTOR-6902,Server,HP,2025,Active,Delhi
AST00514,FOREIGN-2412,Tablet,Apple,2024,Active,Chennai
AST00515,THOUGHT-3561,Mobile,Apple,2020,Active,Kolkata
AST00516,SOON-5975,Desktop,HP,2022,Active,Hyderabad
AST00517,OIL-5273,Printer,Acer,2021,Active,Chennai
AST00518,SOMEBODY-9248,Laptop,Dell,2025,Expired,Kolkata
AST00519,NUMBER-4714,Laptop,Asus,2019,Active,Noida
AST00520,WHILE-6575,Printer,Dell,2021,Expired,Chennai
AST00521,TOWN-9444,Mobile,Acer,2025,Active,Hyderabad
AST00522,BASE-8489,Laptop,Dell,2022,Active,Hyderabad
AST00523,TASK-2727,Desktop,Acer,2023,Active,Mumbai
AST00524,SEEM-3572,Tablet,Lenovo,2021,Expired,Noida
AST00525,OFTEN-2626,Desktop,Acer,2024,Expired,Pune
AST00526,WORRY-3257,Laptop,HP,2025,Expired,Kolkata
AST00527,PARTICIPANT-1107,Desktop,Apple,2025,Expired,Delhi
AST00528,TRUTH-3805,Laptop,Lenovo,2023,Expired,Kolkata
AST00529,ROCK-5021,Desktop,Asus,2021,Expired,Mumbai
AST00530,OFFICE-8025,Server,Apple,2020,Expired,Pune
AST00531,FINISH-8251,Desktop,Dell,2019,Active,Bangalore
AST00532,WHAT-6157,Server,HP,2021,Expired,Hyderabad
AST00533,OLD-1607,Tablet,Acer,2022,Active,Hyderabad
AST00534,REALLY-9516,Printer,Apple,2024,Expired,Delhi
AST00535,FINISH-6139,Printer,Dell,2024,Expired,Chennai
AST00536,BLACK-7618,Server,Acer,2024,Active,Noida
AST00537,WANT-6656,Tablet,Apple,2024,Active,Delhi
AST00538,INTERNATIONAL-1605,Mobile,Lenovo,2019,Expired,Chennai
AST00539,SOLDIER-9860,Printer,HP,2023,Active,Delhi
AST00540,WORD-6582,Tablet,HP,2023,Active,Hyderabad
AST00541,AMOUNT-9846,Mobile,Lenovo,2025,Active,Delhi
AST00542,FORGET-7926,Mobile,Dell,2024,Active,Pune
AST00543,WHY-9314,Printer,Dell,2021,Active,Bangalore
AST00544,UNIT-5881,Mobile,Acer,2022,Active,Noida
AST00545,KITCHEN-4868,Tablet,Asus,2021,Active,Pune
AST00546,BETTER-5661,Tablet,Acer,2021,Active,Kolkata
AST00547,REALLY-5057,Laptop,Lenovo,2023,Active,Pune
AST00548,GOAL-2605,Desktop,Acer,2022,Expired,Kolkata
AST00549,EXIST-2511,Laptop,Apple,2019,Active,Noida
AST00550,SIT-8309,Laptop,Lenovo,2020,Expired,Kolkata
AST00551,AREA-5320,Mobile,Apple,2025,Expired,Noida
AST00552,CERTAIN-9020,Tablet,Apple,2024,Active,Chennai
AST00553,AUTHORITY-3082,Server,Acer,2023,Expired,Chennai
AST00554,BETWEEN-9408,Mobile,Dell,2024,Active,Noida
AST00555,YOU-1534,Tablet,HP,2022,Expired,Bangalore
AST00556,PER-7694,Laptop,Dell,2023,Expired,Delhi
AST00557,ABOVE-9565,Desktop,Dell,2019,Expired,Delhi
AST00558,BOTH-5968,Printer,Apple,2021,Active,Chennai
AST00559,VOTE-7910,Laptop,Lenovo,2020,Expired,Mumbai
AST00560,ME-9008,Laptop,Dell,2020,Expired,Bangalore
AST00561,AND-1732,Server,Apple,2025,Expired,Noida
AST00562,MANAGER-7181,Server,Acer,2021,Active,Chennai
AST00563,TABLE-8551,Server,Acer,2023,Expired,Chennai
AST00564,HERSELF-6328,Laptop,Asus,2025,Expired,Kolkata
AST00565,INTO-7478,Printer,Asus,2020,Active,Noida
AST00566,NUMBER-5544,Tablet,Dell,2024,Active,Hyderabad
AST00567,BOTH-6060,Mobile,Acer,2023,Active,Bangalore
AST00568,EVERYTHING-9877,Mobile,Dell,2020,Active,Noida
AST00569,COLD-1305,Laptop,Acer,2023,Active,Hyderabad
AST00570,PERHAPS-4371,Desktop,Acer,2021,Expired,Bangalore
AST00571,YARD-9741,Mobile,Lenovo,2025,Expired,Hyderabad
AST00572,OPTION-1381,Printer,Apple,2022,Active,Kolkata
AST00573,WANT-9649,Printer,Apple,2019,Expired,Bangalore
AST00574,STUDY-2627,Mobile,HP,2019,Expired,Chennai
AST00575,END-5187,Laptop,HP,2020,Expired,Kolkata
AST00576,BEAT-3772,Laptop,Asus,2024,Expired,Chennai
AST00577,GOOD-1958,Printer,Apple,2019,Active,Pune
AST00578,CONCERN-7763,Printer,Lenovo,2020,Expired,Bangalore
AST00579,CRIME-4318,Desktop,Asus,2019,Active,Noida
AST00580,RANGE-9264,Server,Dell,2023,Expired,Hyderabad
AST00581,WHY-8615,Mobile,Apple,2021,Active,Noida
AST00582,OUTSIDE-7676,Tablet,HP,2019,Active,Delhi
AST00583,SCHOOL-2663,Desktop,Asus,2023,Active,Delhi
AST00584,TRIAL-7664,Server,Dell,2023,Active,Chennai
AST00585,BODY-9854,Desktop,HP,2021,Expired,Noida
AST00586,PROFESSOR-1016,Server,Asus,2019,Expired,Chennai
AST00587,TASK-1985,Server,Lenovo,2019,Expired,Kolkata
AST00588,ADULT-4485,Mobile,Asus,2021,Expired,Hyderabad
AST00589,MANY-9750,Mobile,Dell,2020,Expired,Bangalore
AST00590,DISCOVER-3014,Desktop,Acer,2022,Expired,Kolkata
AST00591,SHOULDER-9270,Printer,Acer,2020,Expired,Delhi
AST00592,SECTION-8417,Printer,HP,2025,Expired,Pune
AST00593,CARD-8533,Mobile,Lenovo,2020,Active,Chennai
AST00594,CONDITION-1033,Mobile,Apple,2024,Active,Hyderabad
AST00595,SING-3843,Server,Asus,2024,Expired,Kolkata
AST00596,TERM-2329,Tablet,Acer,2023,Active,Hyderabad
AST00597,TREAT-8293,Tablet,Dell,2025,Expired,Kolkata
AST00598,REST-6864,Server,HP,2025,Active,Bangalore
AST00599,MR-7069,Desktop,Apple,2022,Active,Mumbai
AST00600,EDGE-1324,Printer,Acer,2024,Expired,Mumbai
AST00601,INVOLVE-5967,Tablet,HP,2019,Active,Noida
AST00602,ACCEPT-1602,Printer,Apple,2021,Active,Hyderabad
AST00603,RESPONSIBILITY-7489,Laptop,Lenovo,2020,Expired,Chennai
AST00604,NECESSARY-4174,Tablet,Acer,2023,Active,Bangalore
AST00605,TYPE-3101,Tablet,Dell,2023,Active,Delhi
AST00606,EXPLAIN-4734,Mobile,Acer,2023,Expired,Mumbai
AST00607,PART-1378,Tablet,Acer,2025,Expired,Noida
AST00608,STUDY-7997,Tablet,Acer,2019,Active,Pune
AST00609,SHOW-7666,Printer,Dell,2022,Expired,Noida
AST00610,STAND-9474,Laptop,Acer,2021,Active,Hyderabad
AST00611,THOUSAND-7882,Mobile,Apple,2021,Expired,Hyderabad
AST00612,CUP-4188,Printer,Dell,2022,Active,Mumbai
AST00613,MIND-7943,Laptop,HP,2024,Active,Chennai
AST00614,OFFICER-6092,Laptop,Acer,2021,Active,Hyderabad
AST00615,ECONOMY-8077,Laptop,Asus,2022,Expired,Delhi
AST00616,ARTIST-2766,Server,HP,2020,Expired,Hyderabad
AST00617,LAW-6465,Mobile,HP,2025,Active,Noida
AST00618,DEVELOPMENT-2567,Tablet,Apple,2025,Active,Bangalore
AST00619,POSITION-1546,Server,Lenovo,2019,Active,Chennai
AST00620,REFLECT-8240,Laptop,Lenovo,2019,Expired,Bangalore
AST00621,IMPORTANT-1914,Mobile,Dell,2019,Expired,Kolkata
AST00622,DATA-2570,Mobile,Apple,2022,Active,Hyderabad
AST00623,THANK-7290,Server,Apple,2022,Active,Pune
AST00624,NEWS-1425,Server,Asus,2024,Expired,Mumbai
AST00625,FINAL-2682,Laptop,Asus,2019,Active,Mumbai
AST00626,GUY-3064,Tablet,Asus,2023,Expired,Pune
AST00627,CENTURY-8887,Tablet,Asus,2022,Expired,Chennai
AST00628,INTERVIEW-3255,Laptop,Dell,2020,Active,Delhi
AST00629,PERFORMANCE-8140,Mobile,Acer,2023,Expired,Delhi
AST00630,ITS-9866,Desktop,HP,2023,Expired,Delhi
AST00631,WHETHER-6618,Printer,Lenovo,2023,Active,Chennai
AST00632,PARTICULAR-4889,Mobile,Asus,2019,Active,Kolkata
AST00633,FIELD-4201,Desktop,Acer,2021,Active,Bangalore
AST00634,EXIST-4102,Tablet,Apple,2021,Expired,Pune
AST00635,ENJOY-6499,Mobile,Lenovo,2025,Expired,Pune
AST00636,PRACTICE-2717,Server,Dell,2020,Expired,Mumbai
AST00637,TOTAL-4654,Tablet,HP,2019,Expired,Mumbai
AST00638,VISIT-8876,Tablet,Lenovo,2020,Expired,Mumbai
AST00639,CAPITAL-4018,Laptop,Lenovo,2022,Active,Bangalore
AST00640,SEAT-1491,Mobile,Dell,2021,Active,Delhi
AST00641,KITCHEN-4185,Tablet,Asus,2022,Expired,Hyderabad
AST00642,ESPECIALLY-4262,Desktop,Lenovo,2019,Active,Mumbai
AST00643,RAISE-3855,Printer,Asus,2021,Active,Chennai
AST00644,POINT-1352,Desktop,Lenovo,2020,Active,Hyderabad
AST00645,MODERN-3248,Server,Acer,2025,Active,Pune
AST00646,ABILITY-5998,Server,HP,2020,Expired,Pune
AST00647,BUILDING-3807,Mobile,Asus,2024,Expired,Bangalore
AST00648,INTO-3366,Desktop,HP,2019,Active,Kolkata
AST00649,PERFORMANCE-7131,Printer,Asus,2024,Expired,Mumbai
AST00650,CUT-4098,Mobile,Lenovo,2019,Active,Pune
AST00651,SKIN-1872,Tablet,Lenovo,2020,Active,Noida
AST00652,ENVIRONMENT-2333,Server,Acer,2020,Active,Chennai
AST00653,ROCK-7358,Tablet,Asus,2023,Expired,Noida
AST00654,CAREER-8606,Desktop,Lenovo,2023,Expired,Noida
AST00655,PART-9106,Server,Lenovo,2024,Expired,Hyderabad
AST00656,CREATE-4596,Desktop,Apple,2020,Active,Kolkata
AST00657,TEACH-6013,Server,Apple,2020,Active,Pune
AST00658,PUT-2388,Desktop,Dell,2021,Expired,Noida
AST00659,PARTNER-6760,Desktop,Asus,2023,Active,Noida
AST00660,CALL-6511,Server,Apple,2023,Expired,Kolkata
AST00661,REMAIN-7021,Server,Lenovo,2022,Expired,Kolkata
AST00662,ENERGY-3942,Server,HP,2019,Expired,Bangalore
AST00663,CAUSE-2350,Printer,Asus,2021,Active,Delhi
AST00664,SEEK-2612,Laptop,Dell,2020,Expired,Hyderabad
AST00665,AMOUNT-4281,Printer,HP,2023,Expired,Delhi
AST00666,DURING-5496,Desktop,Acer,2021,Active,Delhi
AST00667,ENJOY-5906,Printer,Lenovo,2019,Expired,Kolkata
AST00668,SIZE-1194,Server,Acer,2025,Active,Kolkata
AST00669,ANY-4717,Tablet,Acer,2020,Active,Noida
AST00670,SIDE-9451,Mobile,Asus,2020,Expired,Noida
AST00671,AWAY-2406,Printer,HP,2021,Expired,Kolkata
AST00672,RETURN-8187,Server,Asus,2020,Active,Pune
AST00673,INDICATE-3102,Printer,Acer,2020,Active,Noida
AST00674,CELL-6810,Printer,HP,2025,Expired,Kolkata
AST00675,DISCOVER-7608,Tablet,Asus,2024,Expired,Pune
AST00676,FACTOR-1380,Mobile,Dell,2023,Active,Chennai
AST00677,BUDGET-7404,Server,HP,2021,Expired,Bangalore
AST00678,PAPER-7331,Desktop,Apple,2023,Active,Pune
AST00679,ABLE-8397,Tablet,Lenovo,2023,Active,Chennai
AST00680,REACH-3910,Laptop,Acer,2019,Expired,Hyderabad
AST00681,DEVELOP-4260,Laptop,Apple,2020,Expired,Mumbai
AST00682,SERIES-5769,Tablet,Asus,2020,Active,Noida
AST00683,BRING-7039,Mobile,Dell,2019,Active,Pune
AST00684,THEMSELVES-7731,Server,HP,2025,Active,Chennai
AST00685,SAFE-7855,Server,Acer,2023,Active,Kolkata
AST00686,ADDRESS-4382,Desktop,HP,2025,Expired,Kolkata
AST00687,JOB-8778,Desktop,Asus,2025,Expired,Mumbai
AST00688,BOTH-8519,Printer,HP,2023,Active,Chennai
AST00689,GROWTH-2048,Server,Asus,2022,Active,Pune
AST00690,DESIGN-9043,Server,Apple,2023,Active,Bangalore
AST00691,LIKELY-8476,Printer,Acer,2021,Expired,Kolkata
AST00692,CHARGE-3869,Server,HP,2023,Active,Kolkata
AST00693,CHOICE-7302,Tablet,HP,2022,Active,Kolkata
AST00694,SHAKE-1715,Desktop,HP,2024,Expired,Delhi
AST00695,RAISE-2093,Tablet,Acer,2024,Active,Noida
AST00696,STOCK-2986,Printer,Dell,2022,Active,Pune
AST00697,CANDIDATE-8388,Desktop,Lenovo,2022,Active,Hyderabad
AST00698,TROUBLE-1437,Laptop,Acer,2022,Expired,Kolkata
AST00699,HOME-7542,Desktop,Apple,2021,Active,Hyderabad
AST00700,GARDEN-2878,Tablet,HP,2021,Expired,Noida
AST00701,ITEM-8558,Laptop,Dell,2022,Active,Noida
AST00702,HUMAN-8713,Printer,HP,2020,Active,Hyderabad
AST00703,RECEIVE-2646,Desktop,Lenovo,2023,Active,Kolkata
AST00704,NATURAL-2271,Tablet,Dell,2020,Expired,Chennai
AST00705,RESPONSE-6866,Desktop,HP,2022,Active,Mumbai
AST00706,FACE-1782,Tablet,Asus,2022,Active,Kolkata
AST00707,LIFE-6051,Server,Dell,2024,Active,Hyderabad
AST00708,RECORD-7183,Desktop,HP,2025,Expired,Mumbai
AST00709,DEFENSE-2497,Laptop,Apple,2020,Active,Hyderabad
AST00710,TOWARD-4148,Tablet,Acer,2021,Active,Mumbai
AST00711,PROVE-3750,Tablet,HP,2019,Active,Kolkata
AST00712,CHILD-2764,Printer,Lenovo,2023,Active,Mumbai
AST00713,DESIGN-7472,Server,Dell,2023,Active,Mumbai
AST00714,IMPROVE-6842,Printer,HP,2019,Active,Kolkata
AST00715,HEAD-6181,Laptop,Apple,2024,Active,Noida
AST00716,CUP-2081,Tablet,Lenovo,2020,Expired,Hyderabad
AST00717,TRUE-4580,Server,Lenovo,2019,Expired,Bangalore
AST00718,REDUCE-9784,Mobile,HP,2024,Expired,Bangalore
AST00719,TOWARD-6314,Tablet,Acer,2023,Expired,Chennai
AST00720,YOUR-3872,Tablet,Acer,2021,Expired,Noida
AST00721,RECOGNIZE-6490,Laptop,Asus,2019,Expired,Kolkata
AST00722,EIGHT-4808,Mobile,Asus,2023,Active,Mumbai
AST00723,MIGHT-3032,Printer,HP,2019,Expired,Mumbai
AST00724,MIDDLE-2300,Laptop,HP,2023,Expired,Noida
AST00725,EYE-4309,Desktop,Apple,2021,Active,Hyderabad
AST00726,LEAVE-8270,Tablet,Lenovo,2020,Active,Delhi
AST00727,APPEAR-1648,Mobile,Apple,2021,Expired,Hyderabad
AST00728,ENTIRE-6427,Printer,HP,2020,Active,Hyderabad
AST00729,ABOUT-5068,Tablet,Acer,2024,Active,Kolkata
AST00730,LEAD-6269,Desktop,Apple,2023,Active,Bangalore
AST00731,MAJOR-9055,Laptop,HP,2025,Active,Chennai
AST00732,COLD-3057,Laptop,HP,2020,Active,Mumbai
AST00733,ASK-2280,Server,Acer,2023,Expired,Delhi
AST00734,STATION-4236,Desktop,Apple,2020,Active,Mumbai
AST00735,VISIT-5675,Mobile,Apple,2021,Active,Delhi
AST00736,THESE-8883,Laptop,Lenovo,2025,Expired,Kolkata
AST00737,AS-8712,Server,Apple,2020,Expired,Chennai
AST00738,SMILE-8897,Laptop,Apple,2025,Expired,Bangalore
AST00739,LOW-5918,Mobile,Asus,2025,Active,Chennai
AST00740,NEED-7233,Server,Lenovo,2021,Expired,Delhi
AST00741,FIGURE-8878,Laptop,Lenovo,2022,Active,Noida
AST00742,DEMOCRAT-3535,Desktop,Dell,2020,Active,Pune
AST00743,JOB-7628,Server,Apple,2022,Expired,Kolkata
AST00744,BRING-6043,Tablet,Asus,2022,Active,Kolkata
AST00745,UPON-3039,Server,Asus,2019,Active,Mumbai
AST00746,FIELD-8148,Printer,Acer,2025,Expired,Noida
AST00747,CHANCE-7032,Tablet,Dell,2024,Expired,Kolkata
AST00748,FEDERAL-5043,Desktop,Apple,2024,Active,Pune
AST00749,FAR-1462,Tablet,Acer,2024,Active,Delhi
AST00750,COST-8462,Tablet,HP,2023,Expired,Mumbai
AST00751,LAST-3644,Laptop,Dell,2023,Active,Kolkata
AST00752,SPECIFIC-2316,Mobile,HP,2022,Expired,Chennai
AST00753,ADDRESS-7993,Printer,Acer,2025,Expired,Kolkata
AST00754,MATERIAL-6045,Tablet,Apple,2023,Active,Bangalore
AST00755,STOCK-6642,Desktop,Lenovo,2024,Active,Kolkata
AST00756,SOUND-6047,Laptop,HP,2024,Expired,Hyderabad
AST00757,NEXT-2144,Tablet,Apple,2019,Expired,Delhi
AST00758,ATTENTION-8060,Desktop,HP,2024,Expired,Chennai
AST00759,PEACE-3200,Desktop,Apple,2024,Active,Bangalore
AST00760,LOOK-4482,Desktop,HP,2022,Active,Chennai
AST00761,HAPPEN-4143,Printer,Apple,2025,Expired,Bangalore
AST00762,FLOOR-3721,Laptop,Lenovo,2025,Active,Kolkata
AST00763,QUICKLY-5534,Laptop,Lenovo,2019,Active,Mumbai
AST00764,DOOR-8949,Tablet,Dell,2022,Active,Hyderabad
AST00765,LISTEN-1118,Tablet,Asus,2021,Active,Bangalore
AST00766,DEEP-9557,Laptop,Apple,2020,Expired,Noida
AST00767,RISE-6521,Mobile,Apple,2022,Expired,Pune
AST00768,TREAT-6620,Printer,HP,2024,Expired,Kolkata
AST00769,FACT-1937,Printer,Lenovo,2022,Active,Hyderabad
AST00770,THOSE-7583,Tablet,HP,2022,Active,Bangalore
AST00771,ME-9693,Printer,Acer,2025,Active,Pune
AST00772,IN-8785,Mobile,Apple,2022,Active,Hyderabad
AST00773,EXPECT-6278,Laptop,Acer,2024,Expired,Hyderabad
AST00774,COLLEGE-6333,Tablet,Apple,2025,Active,Noida
AST00775,MEDIA-2333,Printer,Apple,2022,Expired,Bangalore
AST00776,DISCUSSION-7305,Printer,Asus,2024,Active,Chennai
AST00777,LEFT-9520,Mobile,Acer,2025,Active,Chennai
AST00778,WEST-2426,Printer,Acer,2022,Expired,Chennai
AST00779,CELL-2895,Server,Acer,2022,Active,Mumbai
AST00780,ADULT-3792,Tablet,Acer,2020,Active,Bangalore
AST00781,STATEMENT-1478,Desktop,Lenovo,2022,Expired,Delhi
AST00782,EASY-5220,Tablet,Apple,2020,Active,Chennai
AST00783,QUITE-9060,Laptop,Acer,2023,Expired,Mumbai
AST00784,MENTION-2059,Tablet,Lenovo,2023,Expired,Kolkata
AST00785,IF-8159,Desktop,HP,2024,Expired,Bangalore
AST00786,DISCUSS-2436,Laptop,Dell,2021,Expired,Mumbai
AST00787,OK-2902,Mobile,Lenovo,2024,Active,Pune
AST00788,MR-1027,Printer,Dell,2022,Active,Kolkata
AST00789,QUALITY-6237,Printer,Acer,2022,Active,Mumbai
AST00790,WORLD-7476,Laptop,Asus,2019,Expired,Pune
AST00791,CHECK-5863,Desktop,Apple,2020,Expired,Chennai
AST00792,BREAK-5643,Desktop,Acer,2023,Active,Pune
AST00793,EXECUTIVE-9230,Tablet,Dell,2021,Expired,Noida
AST00794,SET-4534,Server,Lenovo,2024,Expired,Hyderabad
AST00795,HOSPITAL-6458,Desktop,Acer,2025,Active,Mumbai
AST00796,NEARLY-1861,Desktop,Apple,2024,Expired,Delhi
AST00797,ENVIRONMENTAL-3608,Laptop,Asus,2025,Expired,Pune
AST00798,ROAD-8756,Printer,Apple,2022,Expired,Bangalore
AST00799,BIT-5637,Printer,Acer,2023,Active,Kolkata
AST00800,EXPERT-3144,Printer,Asus,2019,Active,Delhi
AST00801,TRAINING-3681,Mobile,HP,2022,Expired,Noida
AST00802,REASON-3372,Desktop,HP,2021,Active,Hyderabad
AST00803,NAME-2670,Tablet,HP,2021,Expired,Kolkata
AST00804,SUCCESSFUL-3756,Laptop,Dell,2024,Expired,Noida
AST00805,FORCE-1859,Laptop,Asus,2020,Expired,Kolkata
AST00806,SKIN-7619,Desktop,Dell,2020,Active,Mumbai
AST00807,INTERNATIONAL-9005,Printer,Acer,2022,Active,Kolkata
AST00808,AGAIN-2468,Server,Acer,2025,Expired,Delhi
AST00809,AT-8292,Printer,Dell,2024,Active,Bangalore
AST00810,OUR-2999,Server,Acer,2019,Active,Hyderabad
AST00811,VALUE-8856,Printer,Acer,2023,Active,Chennai
AST00812,BOTH-8932,Tablet,Acer,2022,Expired,Delhi
AST00813,EFFORT-3051,Laptop,Lenovo,2023,Active,Chennai
AST00814,WAY-1323,Server,Asus,2022,Expired,Bangalore
AST00815,FEAR-9830,Tablet,Acer,2023,Active,Mumbai
AST00816,ENTIRE-2922,Desktop,Asus,2024,Active,Hyderabad
AST00817,TAKE-8327,Printer,Dell,2023,Active,Chennai
AST00818,ELECTION-4378,Tablet,HP,2023,Active,Delhi
AST00819,SOMETIMES-1573,Laptop,Dell,2025,Expired,Pune
AST00820,RELATE-3811,Server,Acer,2023,Active,Mumbai
AST00821,WORD-1756,Mobile,Lenovo,2021,Expired,Chennai
